SerialNo,Tree.ID,Genet.Compound,Genet.2014,Geno.Hilary,Genet.SSR,Latitude,Longitude,Block,Row,Position,RowA,PosA,Dist.Edge,SNPFlag.01,SeqFlag.01,SSRFlag.01,SexMkrFlag.01,Ploidy,Hybrid.01,,PlantingDate,PlantingYear,Age.2016,Vol.2012,Vol.2015,Vol.2016,Vol.2017,Vol.2018,GrowLn.1516,GrowLn.1617,GrowLn.1718,GrowLn.1518,ExclusionFlag,ExclusionFlagCode,Comments.2015,Comments.2016,Comments.2017,Comments.2018,BknLdr.2015,BknLdr.2017,BBreakDegDay.2014,BBreakDegDay.2015,BBreakDegDay.2016,BBreakDegDay.2017,Sex.2017,Sex.2018,Sex.Genet,Sex.TOZ19,SexTOZ19.01,TOZcheck.Ramet,FlTwigs.2017,FlTwigs.2018,ALA.J2016,ALA.A2016,ALA.J2017,ALA.A2017,SLA.2014,SLA.2015,SLA.J2016,SLA.A2016,SLA.J2017,SLA.A2017,CT.2014,CT.2015,CT.J2016,CT.A2016,CT.J2017,CT.A2017,PGsum.2014,PGsum.2015,PGsum.J2016,PGsum.A2016,PGsum.J2017.JenaEQ,PGsum.A2017,Scort.2014,Scort.2015,Tcin.2014,Tcin.2015,Scin.J2016,Scort.J2016,Tcin.J2016,Tdin.J2016,Scin.A2016,Scort.A2016,Tcin.A2016,Tdin.A2016,Scin.J2017.JenaEQ,Scort.J2017.JenaEQ,Tcin.J2017.JenaEQ,Tdin.J2017.JenaEQ,Scin.A2017,Scort.A2017,Tcin.A2017,Tdin.A2017,SA.J2017,JA.J2017,JAIle.J2017,ABA.J2017,BAgluc.J2017,Cpct.J2016,Cpct.A2016,Cpct.J2017,Cpct.A2017,Npct.2014,Npct.2015,Npct.J2016,Npct.A2016,Npct.J2017,Npct.A2017,CN.2014,CN.2015,CN.J2016,CN.A2016,CN.J2017,CN.A2017,EFNMean.2014,EFNMean.2016,EFNMean.2017,Venturia.2017,LeafAreaSum.2016,LeafAreaSum.2017,DiseaseEdgePct.2016,DiseaseEdgePct.2017,ScrapHolePct.2016,ScrapHolePct.2017,DamagePct.2016,DamagePct.2017,INSECTS - multiple columns or separate file
212,1_H_16,221,221,221,535,45.86347705,-89.56414379,1,H,16,H,16,7,1,0,1,1,2,0,0,9/9/2010,2010,6,0.7,13.4,32.7,58.2,125.9,0.89,0.58,0.77,2.24,,,,,,,,,124.2,200.2,145.0,157.3,F,,,,0,1,9,0,10.71,9.65,11.50,13.23,137.82,138.15,137.03,125.74,145.13,140.38,16.39,15.05,12.88,9.71,14.18,11.42,4.56,5.40,2.94,2.77,3.18,2.18,2.76,3.88,1.80,1.52,0.14,1.38,1.34,0.08,0.22,1.35,1.11,0.10,0.35,2.05,0.74,0.04,0.12,1.03,0.95,0.08,1864.92,1683.56,202.02,49.09,299201.23,,46.44,,,2.18,2.42,,2.25,,,23.26,20.07,,20.56,,,0.33,1.25,0.83,16,117.42,173.24,5.68,5.27,1.62,2.44,7.30,7.71,
646,2_J_2,221,221,221,41,45.86347705,-89.56414379,2,J,2,J,2,5,0,0,1,1,2,0,0,9/9/2010,2010,6,0.2,7.3,25.5,51.8,99.2,1.26,0.71,0.65,2.61,,,exclude - young tree?,,,,,,177.5,327.4,212.8,252.7,M,M,,,1,1,157,444,15.74,13.80,14.47,13.87,126.09,134.27,140.59,132.59,183.10,172.10,16.24,18.71,10.43,8.45,9.58,6.95,8.07,6.47,3.75,1.80,4.59,2.57,4.63,4.11,3.44,2.36,0.11,2.13,1.48,0.03,0.15,0.90,0.70,0.04,0.60,3.00,0.95,0.04,0.10,1.40,1.01,0.06,2532.93,1185.63,165.15,67.39,15209.92,,46.35,,,2.14,2.41,,2.21,,,23.75,20.38,,20.97,,,0.58,0.83,1.50,0,167.01,198.11,2.63,1.28,1.05,2.75,3.68,4.03,
920,3_E_24,222,222,222,,45.86338989,-89.56414379,3,E,24,E,24,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,8.8,34.7,75.4,134.5,1.37,0.78,0.58,2.73,,,,,,,,,194.2,311.0,207.5,222.9,,,,,NA,,0,0,12.60,13.00,15.52,13.39,142.66,175.76,142.59,126.81,160.53,154.73,13.92,13.58,9.57,10.45,9.16,8.25,5.55,2.26,1.53,1.90,3.79,2.28,3.24,1.91,2.31,0.35,0.05,0.91,0.56,0.01,0.15,1.06,0.65,0.04,0.29,2.74,0.73,0.03,0.15,1.24,0.83,0.06,411.16,2163.70,372.23,31.84,39913.81,,47.58,,,1.95,1.94,,1.86,,,25.24,25.16,,25.49,,,0.67,0.33,0.00,2,156.51,242.96,2.67,5.57,0.94,7.36,3.61,12.93,
1357,4_G_13,222,222,222,338,45.86338989,-89.56414379,4,G,13,G,13,7,1,0,1,1,2,0,0,9/9/2010,2010,6,0.0,4.0,15.9,35.1,76.1,1.39,0.79,0.78,2.96,,,1 branch just above 10cm,,,,,,209.0,311.0,239.5,235.1,,,,,0,,0,0,12.53,11.62,14.42,12.89,131.87,141.04,146.31,133.26,161.05,151.10,17.56,13.10,11.88,10.64,10.76,8.04,4.01,5.42,2.88,2.39,3.24,2.26,2.59,3.70,1.42,1.72,0.10,1.70,1.05,0.03,0.19,1.26,0.89,0.05,0.35,2.20,0.67,0.03,0.13,1.26,0.81,0.06,2145.44,2979.60,637.64,39.04,53383.22,,48.26,,,1.80,1.96,,1.80,,,27.27,25.27,,26.91,,,0.17,0.00,0.33,1,139.89,156.52,6.74,2.77,2.29,3.82,9.03,6.59,
2120,2_WB_20,223,223,223,157,45.86340322,-89.56414379,2,WB,20,WB,20,0,1,0,1,1,2,0,0,7/1/2012,2012,4,0.3,2.4,8.2,17.7,37.6,1.21,0.77,0.75,2.74,,,,,,,,,221.5,356.2,250.5,272.5,,,,,1,,0,0,NA,9.16,11.52,14.62,132.36,132.09,NA,122.34,149.44,131.67,14.61,10.40,10.38,7.22,7.75,6.68,6.62,5.31,3.47,2.48,4.67,2.89,4.11,3.43,2.51,1.88,0.19,1.87,1.36,0.05,0.25,1.20,0.96,0.07,0.53,3.24,0.86,0.05,0.27,1.63,0.90,0.09,546.07,506.00,160.93,34.37,58172.38,,47.16,,,1.99,2.38,,1.91,,,25.30,20.72,,24.97,,,NA,0.42,0.00,NA,113.45,176.18,3.06,0.91,4.01,1.50,7.06,2.41,
264,1_J_12,224,224,224,,45.86321657,-89.56414379,1,J,12,J,12,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.3,10.1,25.2,68.4,134.8,0.91,1.00,0.68,2.59,,,,,,,,,209.0,350.0,246.3,265.8,M,M,M,,NA,,8,12,25.77,18.66,15.55,23.38,118.62,133.61,122.78,116.52,131.73,138.75,9.31,17.10,7.82,5.6,11.09,4.46,15.79,5.43,7.29,11.51,6.66,9.55,8.94,3.07,6.85,2.36,0.18,3.60,3.45,0.06,0.48,5.79,5.11,0.14,0.40,4.48,1.73,0.05,0.40,4.85,4.07,0.23,1103.43,1003.91,351.82,49.37,110961.75,,48.06,,,2.13,2.42,,2.00,,,24.06,21.06,,24.42,,,0.75,1.00,0.67,1,224.76,281.24,1.82,1.44,0.56,1.05,2.39,2.49,
668,2_J_24,224,224,224,85,45.86321657,-89.56414379,2,J,24,J,24,5,1,0,1,1,2,0,0,9/9/2010,2010,6,0.1,4.3,17.2,51.8,100.7,1.39,1.10,0.67,3.16,,,,,,,,,221.5,340.8,241.8,272.5,,M,M,,1,1,0,1,23.13,15.54,16.04,25.87,127.94,125.16,121.81,128.20,143.96,138.11,11.61,13.25,8.08,5.58,7.07,4.77,16.15,13.92,10.34,7.93,11.75,10.22,8.99,8.38,7.16,5.54,0.24,5.20,4.81,0.09,0.59,3.73,3.40,0.22,0.60,7.27,3.80,0.08,0.35,5.19,4.44,0.24,655.04,704.44,188.76,52.35,74049.11,,47.44,,,1.95,2.05,,2.04,,,26.14,24.49,,23.73,,,1.67,1.36,0.58,0,171.52,337.07,1.24,0.97,0.48,1.02,1.71,1.99,
993,3_H_13,224,224,224,,45.86321657,-89.56414379,3,H,13,H,13,7,0,0,0,0,2,0,0,9/9/2010,2010,6,0.0,3.9,12.4,36.8,78.6,1.16,1.09,0.76,3.00,,,,,,,,,221.5,350.0,246.3,276.2,,,M,,NA,,0,0,24.62,19.23,25.82,18.54,135.08,130.06,123.03,129.54,144.92,144.94,8.36,8.54,8.22,7.5,6.87,5.12,14.07,11.59,10.90,9.24,11.20,8.73,7.08,7.12,6.99,4.47,0.28,5.50,5.03,0.09,0.41,4.23,4.44,0.18,0.64,7.01,3.47,0.07,0.33,4.65,3.57,0.18,231.78,958.08,274.62,45.72,64393.64,,47.89,,,1.89,2.19,,1.96,,,26.44,22.32,,24.83,,,2.42,0.83,1.33,1,234.40,224.01,2.36,2.03,1.96,1.56,4.31,3.59,
1434,4_J_6,224,224,224,,45.86321657,-89.56414379,4,J,6,J,6,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.0,4.6,16.2,45.8,94.0,1.26,1.04,0.72,3.02,,,,,,,,,209.0,340.8,246.3,273.4,,,M,,NA,,0,0,24.66,22.41,30.63,23.79,138.71,129.64,140.97,132.38,156.02,146.61,7.36,10.11,7.61,5.63,5.56,5.05,13.96,8.63,9.16,7.05,11.11,9.35,8.11,5.24,5.85,3.39,0.16,4.75,4.17,0.07,0.34,3.29,3.28,0.14,0.83,6.82,3.36,0.10,0.34,4.86,3.96,0.19,1033.84,883.44,126.13,52.08,102013.80,,47.18,,,2.07,2.05,,2.06,,,24.43,24.41,,23.33,,,0.36,0.67,0.92,1,271.23,296.94,1.43,1.86,1.15,4.72,2.58,6.58,
205,1_H_9,225,225,225,188,45.86321195,-89.56414379,1,H,9,H,9,7,1,0,1,1,2,0,0,9/9/2010,2010,6,1.0,17.2,47.2,88.4,193.0,1.01,0.63,0.78,2.42,,,,,,,,,145.7,218.4,182.9,204.7,,F,F,,1,0,0,17,13.82,13.35,15.05,17.44,126.54,135.29,133.24,131.37,147.76,133.54,18.18,9.84,11.81,9.77,15.46,11.38,7.29,15.66,2.65,2.31,3.49,2.99,4.76,7.18,2.53,8.48,0.10,1.49,1.02,0.04,0.20,1.31,0.75,0.05,0.37,2.59,0.51,0.03,0.16,1.71,1.05,0.07,1545.42,2186.12,102.62,57.30,216168.39,,46.46,,,2.31,2.28,,2.61,,,21.76,22.24,,17.21,,,0.08,0.33,0.17,11,161.19,210.05,5.44,8.03,0.79,2.03,6.23,10.06,
572,2_G_12,225,225,225,,45.86321195,-89.56414379,2,G,12,G,12,7,0,0,0,0,2,0,0,9/9/2010,2010,6,0.6,26.3,74.2,136.2,221.7,1.04,0.61,0.49,2.13,,,,,,,,,151.0,210.0,182.9,204.7,,,F,,NA,,0,0,17.36,19.78,16.27,16.30,128.66,141.76,136.54,127.83,153.54,149.53,18.48,16.60,10.88,9.3,12.21,8.15,6.03,6.64,2.97,2.48,3.46,1.92,4.01,4.33,2.02,2.31,0.11,1.81,1.01,0.03,0.17,1.32,0.92,0.06,0.29,2.64,0.51,0.03,0.14,1.14,0.59,0.05,1224.23,1567.83,371.47,60.88,135955.85,,47.57,,,2.31,2.54,,2.50,,,21.76,19.27,,18.25,,,0.33,0.08,0.00,1,240.48,279.07,4.04,6.29,1.58,1.99,5.62,8.28,
277,1_J_25,226,226,226,,45.86287779,-89.56414379,1,J,25,J,25,5,0,0,0,0,2,0,0,9/9/2010,2010,6,1.7,39.2,86.7,145.6,202.3,0.79,0.52,0.33,1.64,,,,,,,,,157.1,293.4,207.5,213.1,M,M,M,,NA,,16,71,13.39,8.53,12.97,12.17,128.47,160.37,157.68,142.85,196.31,176.49,13.64,9.80,7.96,6.31,6.71,6.17,3.17,11.64,1.56,2.08,3.42,2.21,2.16,5.57,1.01,6.07,0.10,0.82,0.61,0.03,0.26,1.02,0.72,0.08,0.36,2.37,0.66,0.04,0.16,1.21,0.76,0.08,958.91,1553.19,290.00,54.81,143422.44,,44.77,,,2.39,2.42,,2.06,,,20.14,20.63,,22.13,,,0.33,0.33,0.33,1,104.97,146.33,6.34,1.49,2.77,1.78,9.11,3.26,
447,2_B_27,226,226,226,288,45.86287779,-89.56414379,2,B,27,B,27,2,1,0,1,1,2,0,0,9/9/2010,2010,6,1.6,23.6,55.1,121.2,203.2,0.85,0.79,0.52,2.15,,,,,,,,,162.7,267.7,219.8,213.1,M,M,M,,1,1,6,234,12.68,10.70,13.51,11.56,137.79,155.67,151.18,137.02,180.51,168.00,15.19,13.31,9.67,5.64,6.70,5.78,3.22,2.76,3.26,1.73,2.62,1.99,2.30,2.04,0.92,0.72,0.16,1.97,1.07,0.07,0.18,0.89,0.61,0.06,0.28,1.92,0.39,0.03,0.15,1.06,0.70,0.08,667.52,478.51,102.83,46.81,114205.38,,43.78,,,2.30,2.68,,2.13,,,21.82,17.18,,20.86,,,0.00,0.58,0.00,1,129.50,208.72,1.05,1.53,1.47,1.52,2.52,3.05,
182,1_G_14,227,227,227,,45.86260384,-89.56414379,1,G,14,G,14,7,0,0,0,0,2,0,0,9/9/2010,2010,6,1.2,18.0,43.8,76.2,133.9,0.89,0.55,0.56,2.01,,,exclude - young tree?,"grey fungus lower, galls branches",,,x,,162.7,240.1,207.5,213.1,F,F,,,NA,,42,29,15.90,14.96,14.90,17.76,130.78,131.88,123.88,130.75,156.74,148.25,20.26,8.84,10.21,10.73,14.10,10.87,3.10,8.73,5.16,2.68,2.44,2.49,2.04,6.72,1.06,2.01,0.13,2.83,2.15,0.05,0.17,1.44,1.02,0.05,0.23,1.75,0.43,0.02,0.13,1.37,0.93,0.06,2080.97,1968.66,338.49,52.26,166350.49,,46.21,,,2.08,2.84,,1.99,,,24.14,15.70,,24.10,,,0.25,0.92,0.67,1,180.36,323.08,6.12,6.54,0.75,2.63,6.86,9.17,
440,2_B_20,227,227,227,,45.86260384,-89.56414379,2,B,20,B,20,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,12.7,34.0,59.5,117.2,0.98,0.56,0.68,2.22,,,,,,,,,162.7,267.7,197.4,213.1,F,,,,NA,,2,0,15.89,14.28,17.68,20.61,129.54,127.19,136.58,128.59,175.27,158.91,21.39,19.16,12.62,11.69,11.78,10.36,4.48,6.11,5.27,2.56,4.10,2.81,3.20,3.97,1.28,2.14,0.15,3.35,1.71,0.06,0.17,1.38,0.95,0.06,0.31,2.95,0.81,0.03,0.12,1.59,1.03,0.07,686.16,1067.94,239.17,46.85,126783.74,,47.18,,,2.10,2.28,,2.00,,,24.21,22.37,,24.69,,,0.67,1.00,0.17,16,171.90,351.35,5.52,3.22,0.67,2.20,6.19,5.41,
794,3_A_10,227,227,227,362,45.86260384,-89.56414379,3,A,10,A,10,1,1,0,1,1,2,0,0,9/9/2010,2010,6,0.1,5.1,17.2,37.1,77.4,1.21,0.77,0.74,2.71,,,,,,,,,209.0,327.4,219.8,235.1,M,M,,,1,1,112,83,14.81,14.52,15.35,19.17,114.59,123.76,119.72,100.85,133.82,133.25,18.35,14.60,12.54,16.31,13.43,8.36,5.85,10.28,3.01,4.10,4.12,1.76,3.59,6.07,2.26,4.21,0.11,1.62,1.25,0.03,0.27,1.70,2.05,0.08,0.63,2.76,0.70,0.04,0.12,1.11,0.49,0.04,634.96,1816.16,534.49,52.14,28215.48,,50.20,,,1.96,2.25,,1.87,,,25.59,21.87,,26.66,,,2.00,0.75,1.75,1,175.72,231.00,1.59,0.84,1.21,1.75,2.80,2.60,
1223,4_B_19,227,227,227,,45.86260384,-89.56414379,4,B,19,B,19,2,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,3.7,14.2,31.6,62.1,1.34,0.80,0.68,2.81,,,,,,,,,177.5,293.4,212.8,235.1,F,F,,,NA,,1,5,10.81,14.47,20.39,15.87,126.80,127.94,131.67,128.91,145.23,147.38,24.48,19.00,11.15,12.74,14.21,12.51,3.36,5.27,2.52,2.45,3.59,2.42,2.51,3.62,0.85,1.65,0.16,1.44,0.89,0.04,0.15,1.38,0.88,0.05,0.23,2.68,0.66,0.02,0.09,1.33,0.94,0.06,1771.30,1042.29,224.83,60.37,67357.66,,48.14,,,2.01,2.16,,2.04,,,24.93,23.34,,24.08,,,1.08,0.50,0.33,11,175.73,191.20,2.42,2.62,1.45,2.65,3.87,5.27,
91,1_D_7,228,228,228,13,45.8622723,-89.56414379,1,D,7,D,7,4,1,0,1,1,2,0,0,9/9/2010,2010,6,0.4,5.1,13.9,35.6,82.0,1.01,0.94,0.83,2.78,,,,,,,,,209.0,350.0,241.8,252.7,M,M,M,,1,1,53,58,12.82,11.95,14.73,17.27,111.27,121.11,106.70,99.73,129.26,109.70,23.25,15.70,17.01,10,11.81,10.77,9.61,12.97,8.88,8.72,9.40,7.32,5.89,7.99,3.72,4.98,0.19,4.29,4.33,0.06,0.44,3.78,4.30,0.20,0.48,6.35,2.52,0.05,0.36,3.63,3.15,0.18,479.21,1313.72,230.91,43.00,49225.89,,48.97,,,1.90,2.47,,2.15,,,26.70,20.07,,23.43,,,1.00,1.25,1.17,1,143.99,208.24,4.04,3.35,0.74,1.27,4.78,4.62,
399,2_A_7,228,228,228,,45.8622723,-89.56414379,2,A,7,A,7,1,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,4.6,15.3,28.6,57.8,1.20,0.63,0.70,2.53,,,,,,,,,209.0,340.8,229.5,235.1,M,M,M,,NA,,76,32,13.63,10.56,17.24,14.08,105.97,134.20,111.12,107.79,132.75,122.36,22.85,12.26,12.19,9.27,9.46,8.50,10.84,12.37,11.20,8.46,9.35,7.02,6.94,7.23,3.90,5.14,0.18,5.37,5.56,0.09,0.40,3.72,4.17,0.17,0.83,5.87,2.58,0.07,0.29,3.77,2.81,0.15,709.85,812.44,192.97,53.51,39396.81,,48.65,,,2.41,2.55,,2.23,,,21.03,19.13,,22.23,,,1.64,1.33,1.17,1,127.57,185.92,1.86,2.59,0.89,2.37,2.75,4.95,
915,3_E_19,228,228,228,,45.8622723,-89.56414379,3,E,19,E,19,5,0,0,0,0,2,0,0,9/9/2010,2010,6,0.2,6.8,17.9,39.6,85.0,0.98,0.79,0.76,2.53,,,,,,,,,209.0,350.0,239.5,272.5,M,M,M,,NA,,23,59,11.80,13.74,20.21,20.44,125.70,117.36,111.93,109.21,125.42,123.99,14.02,12.71,14.49,11.59,10.51,9.56,12.62,10.79,7.39,9.63,9.77,7.55,7.61,6.93,5.01,3.86,0.13,3.77,3.43,0.06,0.53,4.41,4.50,0.18,0.67,6.32,2.72,0.06,0.36,4.06,2.96,0.17,734.59,1170.50,536.40,37.03,20261.91,,48.66,,,2.27,2.36,,1.93,,,22.24,20.49,,25.87,,,1.50,1.50,0.75,1,165.44,288.45,3.34,3.44,0.71,1.67,4.05,5.11,
1557,4_N_17,228,228,228,,45.8622723,-89.56414379,4,N,17,N,17,1,0,0,0,0,2,0,0,9/9/2010,2010,6,0.0,3.1,11.2,28.0,59.7,1.29,0.92,0.76,2.97,,,,,,,,,209.0,340.8,239.5,273.4,M,M,M,,NA,,18,57,13.28,10.36,18.86,18.33,104.49,119.40,118.45,108.49,124.81,117.85,17.47,13.15,11.02,8.96,7.55,5.90,11.58,9.53,9.05,6.32,10.50,8.66,7.23,6.09,4.35,3.44,0.24,4.77,3.96,0.08,0.37,2.78,3.04,0.13,0.88,6.41,3.01,0.19,0.31,4.44,3.73,0.18,447.87,589.75,160.73,96.11,36013.78,,48.11,,,2.42,2.40,,2.27,,,20.63,20.21,,21.96,,,1.50,1.67,1.17,1,126.05,259.61,2.71,3.24,1.77,2.02,4.48,5.25,
2187,4_EB_3,228,228,228,,45.8622723,-89.56414379,4,EB,3,EB,3,0,0,0,0,0,2,0,0,7/1/2011,2011,5,0.1,3.7,10.5,22.9,53.8,1.03,0.78,0.85,2.67,,,,,,,,,194.2,327.4,239.5,265.8,M,M,M,,NA,,5,14,11.77,13.05,14.90,17.72,114.01,126.47,106.32,99.13,112.24,110.10,14.78,11.46,18.91,13.02,13.38,8.44,13.27,12.60,9.23,6.22,10.58,7.82,8.20,7.90,5.07,4.70,0.23,4.70,4.21,0.09,0.42,3.04,2.61,0.15,0.65,6.59,3.27,0.07,0.34,4.10,3.20,0.18,370.16,997.41,419.28,91.99,33982.31,,49.20,,,2.12,2.28,,1.83,,,23.77,21.82,,27.83,,,NA,1.67,1.25,NA,158.68,321.39,5.02,3.26,1.73,1.75,6.75,5.01,
155,1_F_15,229,229,229,,45.86212186,-89.56414379,1,F,15,F,15,6,0,0,0,0,2,0,0,9/9/2010,2010,6,1.0,16.4,36.6,66.6,106.0,0.80,0.60,0.46,1.86,,,,lower branches galls,,,,,151.0,205.8,187.9,188.8,M,M,M,,NA,,80,416,12.50,12.61,14.47,17.58,121.95,128.16,136.64,132.13,161.86,152.76,8.43,6.25,5.06,4.51,9.24,5.15,11.61,9.18,6.36,4.16,6.27,4.04,5.33,4.71,6.28,4.47,0.10,2.74,3.47,0.05,0.21,1.81,2.06,0.08,0.37,4.16,1.69,0.05,0.16,2.12,1.68,0.08,1127.39,2253.04,190.70,146.60,134714.16,,46.70,,,2.14,2.38,,2.10,,,23.84,21.14,,22.72,,,0.92,0.83,0.17,1,152.03,194.92,4.07,3.85,0.79,1.94,4.86,5.78,
675,2_K_3,229,229,229,,45.86212186,-89.56414379,2,K,3,K,3,4,0,0,0,0,2,0,0,9/9/2010,2010,6,0.4,14.5,30.0,51.8,86.7,0.72,0.55,0.51,1.79,,,,"BL at top - recent, before measuring in 2016",,,,x,151.0,205.8,182.9,204.7,M,M,M,,NA,,52,371,10.95,12.98,17.08,15.69,137.54,141.92,146.59,141.63,154.13,154.95,6.12,6.06,5.42,3.53,5.97,5.51,12.25,11.71,5.98,6.01,6.91,4.78,6.34,5.79,5.91,5.92,0.16,2.87,2.90,0.05,0.38,2.59,2.85,0.19,0.30,4.45,2.11,0.04,0.17,2.33,2.18,0.10,565.18,1201.87,511.84,67.50,44624.98,,47.99,,,2.24,2.17,,2.11,,,23.33,23.47,,22.89,,,0.67,0.42,0.75,1,157.58,191.12,9.79,2.97,1.52,3.29,11.31,6.26,
832,3_B_20,229,229,229,279,45.86212186,-89.56414379,3,B,20,B,20,2,1,0,1,1,2,0,0,9/9/2010,2010,6,0.4,8.5,27.2,62.8,126.1,1.16,0.84,0.70,2.70,,,,BL at 1.2 m,,,,x,151.0,210.0,187.9,196.9,M,M,M,,1,1,34,240,14.52,11.48,14.60,14.71,127.32,132.66,131.46,123.34,139.76,136.89,7.38,11.11,4.62,5.18,6.19,4.62,9.95,14.19,7.73,6.43,8.70,5.68,4.99,7.85,4.96,6.34,0.15,3.24,4.28,0.06,0.27,2.64,3.39,0.14,0.34,5.40,2.92,0.05,0.18,2.84,2.56,0.10,555.02,1355.16,688.65,52.29,57263.43,,47.66,,,2.34,2.35,,2.06,,,21.93,21.54,,23.50,,,0.69,0.42,0.42,1,138.49,266.78,3.21,3.07,1.52,1.80,4.73,4.86,
1339,4_F_23,229,229,229,,45.86212186,-89.56414379,4,F,23,F,23,6,0,0,0,0,2,0,0,9/9/2010,2010,6,0.1,3.5,16.6,31.0,80.6,1.54,0.63,0.96,3.13,,,,,,,,,157.1,225.6,187.9,213.1,M,M,M,,NA,,10,162,10.82,12.08,11.19,13.87,109.35,125.56,127.37,116.39,133.28,129.27,9.41,6.56,8.19,6.38,8.09,7.43,10.68,10.98,5.80,3.87,6.86,3.69,4.58,5.85,6.10,5.13,0.09,2.63,3.03,0.05,0.17,1.52,2.09,0.09,0.40,4.31,2.10,0.05,0.14,1.88,1.59,0.08,4490.63,1231.80,558.86,62.95,71872.46,,48.15,,,1.90,2.11,,1.96,,,26.72,24.22,,24.67,,,0.58,0.25,0.33,1,146.57,280.42,5.62,4.21,2.69,3.75,8.31,7.96,
32,1_B_4,230,230,230,251,45.86209626,-89.56414379,1,B,4,B,4,2,1,0,1,1,2,0,0,9/9/2010,2010,6,0.5,6.4,15.9,30.6,61.7,0.92,0.65,0.70,2.27,,,,,,,,,209.0,311.0,229.5,252.7,,F,F,,0,1,0,14,9.77,9.56,13.68,12.29,108.96,127.13,111.98,99.31,127.51,126.07,17.43,7.70,14.43,10.36,8.15,5.87,12.68,12.70,7.42,6.97,12.28,9.27,6.78,7.20,5.90,5.50,0.19,3.47,3.68,0.08,0.49,3.13,3.19,0.16,0.72,7.40,4.08,0.08,0.23,4.90,3.99,0.15,641.63,483.26,110.05,28.36,93877.60,,46.70,,,1.60,2.20,,1.71,,,29.77,23.22,,27.22,,,0.58,0.25,0.75,2,115.45,161.13,3.16,1.61,1.34,2.30,4.49,3.91,
704,2_L_4,230,230,230,559,45.86209626,-89.56414379,2,L,4,L,4,3,0,0,1,0,2,0,0,9/9/2010,2010,6,0.7,17.3,41.0,58.3,123.7,0.87,0.35,0.75,1.97,,,,,CTC: I suspect the 2017 height estimate was low,,,,194.2,340.8,229.5,265.8,,F,F,,0,1,0,9,13.67,12.19,15.18,16.87,129.57,139.52,145.49,136.31,166.52,153.87,6.00,8.20,6.88,6.88,4.75,4.74,15.42,13.18,4.34,8.68,10.10,7.47,8.47,7.51,6.95,5.67,0.10,2.18,2.02,0.03,0.52,3.91,4.06,0.19,0.67,6.42,2.94,0.07,0.36,3.90,3.05,0.16,547.74,410.34,60.72,24.37,49016.04,,45.28,,,2.11,2.23,,1.78,,,24.19,22.46,,25.57,,,0.83,0.08,0.25,1,147.06,224.90,4.33,0.94,0.86,3.73,5.20,4.67,
857,3_C_17,230,230,230,559,45.86209626,-89.56414379,3,C,17,C,17,3,0,0,1,0,2,0,0,9/9/2010,2010,6,0.0,1.4,7.0,18.0,40.0,1.59,0.95,0.80,3.34,,,,,,,,,209.0,340.8,229.5,252.7,,F,F,,0,1,0,14,13.92,12.06,11.82,13.39,131.18,128.58,128.60,119.60,145.96,124.22,12.76,13.60,9.44,9.25,7.55,10.81,16.31,6.01,11.58,7.41,10.79,6.18,9.19,3.81,7.12,2.20,0.24,5.99,5.25,0.10,0.45,3.35,3.50,0.12,0.60,6.86,3.27,0.07,0.30,3.01,2.70,0.17,763.80,769.15,157.97,25.34,49285.04,,47.07,,,2.06,2.13,,1.96,,,25.11,23.61,,24.27,,,0.18,0.17,0.00,1,145.90,167.15,1.15,2.98,1.19,4.70,2.35,7.68,
1425,4_I_25,230,230,230,259,45.86209626,-89.56414379,4,I,25,I,25,4,0,0,1,0,2,0,0,9/9/2010,2010,6,0.1,3.7,14.5,34.6,86.1,1.36,0.87,0.91,3.14,,,,,,,,,151.0,232.6,182.9,204.7,,,F,,0,,0,0,13.75,12.03,11.06,12.31,131.75,130.52,136.68,136.86,161.81,164.47,12.17,9.45,9.42,5.22,8.20,5.91,9.63,8.95,6.80,7.25,7.01,5.53,5.61,5.70,4.02,3.25,0.15,3.52,3.04,0.09,0.38,3.44,3.25,0.17,0.63,4.72,1.58,0.08,0.32,3.13,1.91,0.17,1133.07,1075.81,258.34,36.74,183163.52,,48.03,,,1.77,2.07,,2.05,,,27.87,24.50,,24.01,,,0.00,0.17,0.33,0,145.43,152.08,1.56,2.88,0.90,4.23,2.46,7.12,
